,MolecularFormular,CAS No.,MolecularWeight,PhysicalForm,MeltingPoint,BoilingPoint,Density,RefractiveIndex,Solubility,SMILES
6983,C15H24,475-20-7,204.352,,,258.0,0.931918,1.504020,i H2O; s bz,CC1(C)CCCC2(C)C3CCC(C13)C2=C
7018,C4H2O3,108-31-6,98.057,"nd (chl, eth)",52.56(4),202.0,1.31460,,"s H2O; s eth, ace, chl; sl lig",O=C1OC(=O)C=C1
7035,C9H7MnO3,12108-13-3,218.088,ye liq,1.5,233.0,1.38820,,i H2O; misc bz,[Mn].C[c-]1cccc1.[C-]#[O+].[C-]#[O+].[C-]#[O+]
7045,C25H27ClN2,569-65-3,390.948,,,230.0,,,s CS2,Cc1cccc(CN2CCN(CC2)C(c3ccccc3)c4ccc(Cl)cc4)c1
7057,C10H20O2,80-47-7,172.265,,,259.0,0.92,,,CC1CCC(CC1)C(C)(C)OO
7058,C10H16O,7764-50-3,152.233,,,223.0,,,,CC1CCC(CC1=O)C(C)=C
7069,C10H20O2S,7659-86-1,204.330,,,133.5,0.9720,,,CCCCC(CC)COC(=O)CS
7076,C6H6OS,1121-24-0,126.176,oil,5.5,217.0,1.23710,,"vs bz, eth, EtOH",Oc1ccccc1S
7088,C16H16,2319-97-3,208.298,orth pr,131(1),290.0,,,"sl EtOH; s bz, eth",C1Cc2cccc(CCc3cccc1c3)c2
7102,C10H15N,537-46-2,149.233,,,212.0,,,,CN[C@@H](C)Cc1ccccc1
7110,CH3FO2S,558-25-8,98.097,,,123.5,,,,C[S](F)(=O)=O
7139,C7H9NO,536-90-3,123.152,liq,-1,251.0,1.09620,1.579420,"sl H2O, ctc; s EtOH, eth, ace, bz",COc1cccc(N)c1
7146,C8H9NO2,3424-93-9,151.163,nd or tab (w),166.5,295.0,,,"vs H2O, EtOH",COc1ccc(cc1)C(N)=O
7147,C9H10O2,5703-26-4,150.174,,,255.5,1.09620,1.535920,,COc1ccc(CC=O)cc1
7150,C9H9NO,104-47-2,147.173,,,286.5,1.084520,1.530920,"s EtOH, eth, chl",COc1ccc(CC#N)cc1
7156,C9H12O2,702-23-8,152.190,,29,335.0,,,,COc1ccc(CCO)cc1
7157,C8H11NO,6850-57-3,137.179,,,228.0,1.05125,1.547520,,COc1ccccc1C[NH3+]
7158,C8H11NO,2393-23-9,137.179,,,236.5,1.05015,1.546220,"sl H2O, EtOH, eth",COc1ccc(CN)cc1
7160,C8H10O2,612-16-8,138.164,,,249.0,1.038625,1.545520,i H2O; s EtOH; msc eth,COc1ccccc1CO
7161,C8H10O2,6971-51-3,138.164,,30,252.0,1.11225,1.544020,,COc1cccc(CO)c1
7164,C7H8OS,15570-12-4,140.203,,,224.5,,1.587420,s chl,COc1cccc(S)c1
7165,C7H8OS,696-63-9,140.203,,,228.0,1.131325,1.580125,"s EtOH, eth, bz; sl chl",COc1ccc(S)cc1
7166,C8H8O3,579-75-9,152.148,pl (w),100.9(5),200.0,,,"sl H2O; vs EtOH, eth, chl; s bz, ctc",COc1ccccc1C(O)=O
7168,C8H8O3,100-09-4,152.148,,184(2),276.5,,,"i H2O; vs EtOH, MeOH, eth; s chl",COc1ccc(cc1)C(O)=O
7169,C8H7NO,6609-56-9,133.148,,24.5,255.5,1.106320,,s EtOH; vs eth,COc1ccccc1C#N
7171,C8H7NO,874-90-8,133.148,nd (w) lf (al),59.5(6),256.5,,,"i H2O; vs EtOH, eth; s bz",COc1ccc(cc1)C#N
7175,C8H7ClO2,21615-34-9,170.594,,,254.0,,,,COc1ccccc1C(Cl)=O
7176,C8H7ClO2,100-07-2,170.594,nd,21(3),262.5,1.26120,1.58020,"s eth, ace; vs bz; sl ctc",COc1ccc(cc1)C(Cl)=O
7177,C10H12O3,104-21-2,180.200,,84,270.0,1.10525,,s ctc,COc1ccc(COC(C)=O)cc1
7178,C13H12O,86-26-0,184.233,pr (peth),29,274.0,1.023399,1.564199,"i H2O; s EtOH, peth; sl ctc",COc1ccccc1c2ccccc2
7195,C3H9NO,109-85-3,75.109,,,95.0,,,"vs H2O, EtOH; sl chl",COCCN
7197,C8H11NO,114-91-0,137.179,,,203.0,0.98820,1.497520,"vs H2O, EtOH",COCCc1ccccn1
7198,C5H6O2,25414-22-6,98.101,,,110.5,1.064625,1.446825,,COc1occc1
7204,C4H11NO,37143-54-7,89.136,,,97.0,,1.403125,,COCC(C)N
7206,C2H7NO,1117-97-1,61.083,liq,,42.4,,,,CNOC
7207,C8H11NO,120-71-8,137.179,,53,235.0,,,"sl H2O, chl; s EtOH, eth, bz, peth",COc1ccc(C)cc1N
7208,C8H11NO,102-50-1,137.179,cry (lig),29.5,248.5,1.06525,1.564720,vs EtOH,COc1ccc(N)c(C)c1
7211,C6H8O2,13679-46-4,112.127,,,132.0,1.016320,1.457020,i H2O; s EtOH; vs eth,COCc1occc1
7215,C7H14O2,107-70-0,130.185,,,160.0,0.898025,1.41820,,COC(C)(C)CC(C)=O
7233,C9H11NO2,93-26-5,165.189,nd (w),87.5,304.0,,,"vs H2O, EtOH; s eth, ace, HOAc",COc1ccccc1NC(C)=O
7239,C9H10O2,586-37-8,150.174,,95.5,240.0,1.034319,1.541020,"s H2O, EtOH, ace, ctc",COc1cccc(c1)C(C)=O
7242,C8H7NOS,3288-04-8,165.213,,,264.0,1.187820,1.645820,,COc1ccccc1N=C=S
7245,C12H16O3,531-39-5,208.253,,,265.0,1.0525,,"vs bz, eth, EtOH",
7246,C13H12N2O,2396-60-3,212.246,"oran-red pl, lf (al, peth)",56,340.0,1.1275,,"i H2O; s EtOH, eth, ace",COc1ccc(cc1)N=Nc2ccccc2
7249,C14H12O2,611-94-9,212.244,pr (eth),61.5,355.0,,,"i H2O; vs EtOH, eth; s ace, bz, HOAc",COc1ccc(cc1)C(=O)c2ccccc2
7251,C10H12O2,121-97-1,164.201,,25.5,266.0,1.079816,,s ctc,CCC(=O)c1ccc(OC)cc1
7252,C10H12O2,122-84-9,164.201,,<-15,268.0,1.069417,1.525320,"vs eth, EtOH",COc1ccc(CC(C)=O)cc1
7257,C4H10O3,623-39-2,106.120,hyg liq,,220.0,1.11420,1.44225,"vs H2O, EtOH, ace; s eth",COCC(O)CO
7259,C4H10O2,1589-47-5,90.121,,,130.0,0.93820,1.407020,,COC(C)CO
7269,C10H14O,104-45-0,150.217,,,211.5,0.947220,1.504520,"sl H2O; s EtOH, ace, bz, chl; vs eth",CCCc1ccc(OC)cc1
7271,C4H6O,627-41-8,70.090,,,63.0,0.8312,1.503520,"vs eth, EtOH",COCC#C
7275,C6H7NO,7295-76-3,109.126,liq,,178.5,1.083,1.518020,,COc1cccnc1
7277,C10H9NO,5263-87-6,159.184,hyg lf,26.5,306.0,1.15220,,"s EtOH, eth, chl, dil HCl",COc1ccc2ncccc2c1
7280,C9H10O,4747-15-3,134.174,,,211.5,0.989423,1.562024,,CO/C=C/c1ccccc1
7286,C9H11NO,103-89-9,149.189,mcl cry or nd (dil al),151(1),307.0,1.212015,,"vs eth, EtOH",CC(=O)Nc1ccc(C)cc1
7297,C8H9NO2,134-20-3,151.163,,24.4(2),256.0,1.168210,1.5810,"sl H2O; vs EtOH, eth",COC(=O)c1ccccc1N
7318,C7H10ClN,540-23-8,143.614,mcl nd (eth-HOAc),244.5,258.0,1.193018,,"vs H2O, EtOH, HOAc",[H+].[Cl-].Cc1ccc(N)cc1
7326,CH5As,593-52-2,91.973,col gas,-143,2.0,,,"vs ace, eth, EtOH",C[AsH2]
7328,C9H15NO,552-70-5,153.221,orth pr (peth),54,246.0,1.001100,1.4760100,"vs H2O, eth, EtOH",CN1C2CCCC1CC(=O)C2
7329,C8H15N,529-17-9,125.212,,,166.0,0.925115,,,CN1C2CCCC1CC2
7330,C8H13NO,532-24-1,139.195,,43,227.0,1.9872100,1.4598100,"s EtOH, eth, ace, bz, peth; sl chl",CN1C2CCC1CC(=O)C2
7332,C4H8N2O3,592-62-1,132.118,,,191.0,,,,CC(=O)OC[N-][N+](C)=O
7334,C8H8O,620-23-5,120.149,,,199.0,1.018921,1.541321,"sl H2O; msc EtOH, eth; vs ace; s bz, chl",Cc1cccc(C=O)c1
7344,C9H10O,10166-08-2,134.174,,,221.0,1.024110,,"vs eth, EtOH, chl",Cc1ccccc1CC=O
7345,C9H10O,104-09-6,134.174,,40,221.5,1.005220,1.525520,"vs eth, EtOH, chl",Cc1ccc(CC=O)cc1
7350,C9H10O2,622-47-9,150.174,"nd or pl (al, w)",93,265.0,,,"vs bz, eth, EtOH",Cc1ccc(CC([O-])=O)cc1
7351,C9H10O2,2328-24-7,150.174,,<-20,263.0,1.10,1.523720,,CC(C(O)=O)c1ccccc1
7352,C9H9N,2947-61-7,131.174,,18,242.5,0.99225,1.519020,"i H2O; s EtOH, eth, bz, ctc",Cc1ccc(CC#N)cc1
7353,C9H9N,1823-91-2,131.174,,,231.0,0.985420,1.509525,"vs eth, EtOH",CC(C#N)c1ccccc1
7354,C7H10N2,95-80-7,122.167,"nd (w), cry (al)",99,292.0,,,"vs H2O, EtOH, eth, bz; s chl",Cc1ccc(N)cc1N
7355,C7H10N2,108-71-4,122.167,oil,,284.0,,,,Cc1cc(N)cc(N)c1
7356,C7H10N2,2687-25-4,122.167,,63.5,255.0,,,"vs ace, bz, EtOH",Cc1cccc(N)c1N
7357,C7H10N2,496-72-0,122.167,pl (lig),89.5,265.0,,,vs H2O; s lig,Cc1ccc(N)c(N)c1
7359,C7H10N2,95-70-5,122.167,pl (bz),64,273.5,,,"s H2O, EtOH, eth; sl bz, HOAc",[H+].[H+].[Cl-].[Cl-].Cc1cc(N)ccc1N
7360,C7H8O2,488-17-5,124.138,lf (bz),68,248.0,,,"s H2O, EtOH, bz, chl",Cc1cccc(O)c1O
7361,C7H8O2,452-86-8,124.138,"lf (bz-lig), pr (bz)",65,258.0,1.128774,1.542574,"s H2O, EtOH, eth, ace, chl; sl lig",Cc1ccc(O)c(O)c1
7362,C7H8O2,608-25-3,124.138,pr (bz),120,265.0,,,"vs H2O, bz, eth, EtOH",Cc1c(O)cccc1O
7363,C7H8O2,496-73-1,124.138,cry (bz-peth),105,270.0,,,"s H2O, EtOH, eth; sl bz, peth",Cc1ccc(O)cc1O
7364,C7H8O2,504-15-4,124.138,"pr(w+1), lf(chl)",107,287.0,1.2904,,"s H2O, EtOH, eth, bz; sl lig, peth",Cc1cc(O)cc(O)c1
7365,C7H8O2,95-71-6,124.138,,125,283.0,,,"vs H2O, EtOH, eth; s ace; sl bz, lig",Cc1cc(O)ccc1O
7367,C9H13N,582-22-9,135.206,,,210.0,0.94334,1.525520,"vs bz, eth, EtOH",CC(CN)c1ccccc1
7368,C9H13N,589-08-2,135.206,,,206.0,0.9325,1.516220,,CNCCc1ccccc1
7370,C9H12O,19819-98-8,136.190,,1.0,243.5,1.01625,1.535520,,Cc1ccccc1CCO
7372,C8H11N,89-93-0,121.180,liq,-30,206.0,0.976619,1.543619,,Cc1ccccc1CN
7373,C8H11N,100-81-2,121.180,,,203.5,0.96625,1.536020,,Cc1cccc(C[NH3+])c1
7374,C8H11N,104-84-7,121.180,,12.5,195.0,0.95220,1.534020,,Cc1ccc(CN)cc1
7375,C8H11N,103-67-3,121.180,,,180.5,0.944218,,vs H2O,CNCc1ccccc1
7377,C8H10O,89-95-2,122.164,nd (peth-eth),38,224.0,1.02340,,"vs eth, EtOH, chl",Cc1ccccc1CO
7378,C8H10O,587-03-1,122.164,,<-20,215.5,0.915717,,"sl H2O; vs EtOH, eth; s chl",Cc1cccc(CO)c1
7379,C8H10O,589-18-4,122.164,nd (lig),58.72(4),217.0,0.97822,,"vs eth, EtOH",Cc1ccc(CO)cc1
7381,C10H12O,5406-12-2,148.201,,,223.0,0.99914,1.52514,,Cc1ccc(CCC=O)cc1
7382,C10H15N,22374-89-6,149.233,,143,223.0,0.928915,1.515220,vs EtOH,[H+].[Cl-].CC(N)CCc1ccccc1
7384,C10H14O,2344-70-9,150.217,,,239.0,0.989916,1.51716,,CC(O)CCc1ccccc1
7396,C8H8N2,1632-83-3,132.163,"nd (peth), pl (al)",66,286.0,1.125420,1.60137,s peth,Cn1cnc2ccccc12
7404,C10H8O2,92-48-8,160.170,,76.5,304.0,,,"vs EtOH, eth, bz; sl chl, peth",Cc1ccc2OC(=O)C=Cc2c1
7408,C8H7NS,120-75-2,149.214,,14,238.0,1.176319,1.609219,"i H2O; s EtOH, chl",Cc1sc2ccccc2n1
7409,C8H7NS2,2254-94-6,181.279,"nd (al), pr (HOAc)",90,335.0,,,"i H2O; sl EtOH, eth; vs bz, chl",CN1C(=S)Sc2ccccc12
7410,C14H12N2S,92-36-4,240.323,,194.8,434.0,,,"sl EtOH, eth, bz, HOAc",Cc1ccc2nc(sc2c1)c3ccc(N)cc3
7412,C7H7N3,13351-73-0,133.151,pl (bz-lig),64.5,270.5,,,"vs bz, EtOH, HOAc",Cn1nnc2ccccc12
7414,C8H7NO,95-21-6,133.148,,9.5,200.5,1.121120,1.549720,i H2O; vs EtOH; msc eth,Cc1oc2ccccc2n1
7416,C15H12O3,606-28-0,240.254,pl or mcl pr (dil al),52,351.0,1.190319,1.59120,"i H2O; vs EtOH, eth; s sulf",COC(=O)c1ccccc1C(=O)c2ccccc2
7418,C8H7ClO,933-88-0,154.594,,,213.5,,1.554920,"vs eth, EtOH",Cc1ccccc1C(Cl)=O
7419,C8H7ClO,1711-06-4,154.594,liq,-23,219.5,1.026521,1.50522,"vs eth, EtOH",Cc1cccc(c1)C(Cl)=O
7420,C8H7ClO,874-60-2,154.594,liq,-1.5,226.0,1.168620,1.554720,s ctc,Cc1ccc(cc1)C(Cl)=O
7421,C15H12O4,610-60-6,256.254,cry,85,385.0,,,"i H2O; s bz, chl, eth, EtOH",COC(=O)c1ccccc1OC(=O)c2ccccc2
7430,C8H7BrO2,610-94-6,215.045,,,244.0,,,i H2O; s EtOH,COC(=O)c1ccccc1Br
7434,C5H9BrO2,3196-15-4,181.028,,,168.0,1.452820,1.402925,vs EtOH,CCC(Br)C(=O)OC
7435,C5H9BrO2,4897-84-1,181.028,,,186.5,1.425,1.456725,vs EtOH,COC(=O)CCCBr
7442,C5H11NO,541-46-8,101.147,mcl lf (al),137,226.0,,,"s H2O, EtOH, eth; vs peth",CC(C)CC(N)=O
7452,C5H12S,2084-18-6,104.214,liq,-127.09(5),109.8,,,,CC(C)C(C)S
7455,C5H10O2,600-07-7,102.132,,<-80,177.0,0.93420,1.405120,"sl H2O; msc EtOH, eth; s chl",CCC(C)C(O)=O
7457,C10H18O3,1468-39-9,186.248,,,215.0,0.932720,1.404320,vs eth,CC(C)CC(=O)OC(=O)CC(C)C
7460,C5H12O,75-85-4,88.148,liq,-8.7(6),102.4,0.809620,1.405220,"s H2O, bz, chl; msc EtOH, eth; vs ace",CCC(C)(C)O
7464,C5H9ClO,57526-28-0,120.577,,,116.0,0.991720,1.417020,,CCC(C)C(Cl)=O
7465,C5H9ClO,108-12-3,120.577,,,114.0,0.984420,1.414920,s eth,CC(C)CC(Cl)=O
7467,C5H8O,107-86-8,84.117,,,134.0,0.872220,1.452820,"s H2O, EtOH, eth",CC(C)=CC=O
7472,C5H7N,4786-24-7,81.117,liq,,141.0,,,,CC(C)=CC#N
7473,C5H8O2,4358-59-2,100.117,,,118.0,,1.417520,,
7476,C5H8O2,565-63-9,100.117,mcl pr or nd,45.5,185.0,0.983449,1.443447,sl H2O; s EtOH; vs eth,C/C=C(/C)C(O)=O
7477,C5H8O2,80-59-1,100.117,tab (w),63.5(5),198.5,0.964176,1.433076,"s H2O; vs EtOH, eth",C\C=C(/C)C(O)=O
7478,C5H8O2,541-47-9,100.117,,69.5,197.0,1.006224,,,CC(C)=CC(O)=O
7482,C5H10O,10473-14-0,86.132,,,114.0,0.853117,1.428817,,CC(O)C(C)=C
7484,C5H7ClO,3350-78-5,118.562,,,146.0,1.06525,1.477020,,CC(C)=CC(Cl)=O
7487,C12H18O,122-73-6,178.270,,,236.0,0.90920,1.479220,"vs eth, EtOH",CC(C)CCOCc1ccccc1
7491,C8H15ClO2,62108-69-4,178.657,,,208.0,1.005020,1.428920,,CC(C)CCOC(=O)C(C)Cl
7492,C8H15ClO2,62108-70-7,178.657,,,208.0,1.017120,1.434320,"vs eth, EtOH",CC(C)CCOC(=O)CCCl
7494,C5H11NO3,543-87-3,133.146,,,148.0,0.99622,1.412221,,CC(C)CCO[N+]([O-])=O
7496,C5H9N,2978-58-7,83.132,,18,79.5,0.7925,1.423520,,CC(C)(N)C#C
7500,C13H11N,4630-20-0,181.233,pl (HOAc),204(3),365.0,,,"vs bz, eth",Cc1ccc2[nH]c3ccccc3c2c1
7504,C8H7ClO2,610-96-8,170.594,,,234.0,,,s EtOH,COC(=O)c1ccccc1Cl
7505,C8H7ClO2,2905-65-9,170.594,,21,229.0,,,,COC(=O)c1cccc(Cl)c1
7508,C2H3ClO2,79-22-1,94.497,,,70.5,1.223120,1.386820,"msc EtOH, eth; s bz, ctc, chl",COC(Cl)=O
7511,C3H3ClO3,5781-53-3,122.507,,,119.0,1.331620,1.418920,,COC(=O)C(Cl)=O
7512,C4H7ClO2,17639-93-9,122.551,,,132.5,1.075025,,,COC(=O)C(C)Cl
7517,C10H10O2,1754-62-7,162.185,"cry (peth, dil al)",36.5,261.9,1.04236,1.576622,"i H2O; vs EtOH, eth; s ace, bz; sl chl",COC(=O)\C=C\c1ccccc1
7525,C6H10O2,765-85-5,114.142,,,135.5,,,,COC(=O)C1CCC1
7530,C8H16O,1193-81-3,128.212,,,189.0,0.92825,1.465620,"vs EtOH, eth; sl ctc",CC(O)C1CCCCC1
7532,C7H14O,590-67-0,114.185,,26.2(1),155.0,0.919420,1.459520,"i H2O; s EtOH, bz, chl",CC1(O)CCCCC1
7533,C7H14O,615-38-3,114.185,,7,165.0,0.936020,1.464020,vs EtOH,
7535,C7H14O,5454-79-5,114.185,liq,-5.5,168.0,0.915520,1.475220,"vs eth, EtOH",C[C@@H]1CCC[C@H](O)C1
7536,C7H14O,7443-55-2,114.185,liq,-0.5,167.0,0.921430,1.458020,"vs eth, EtOH",CC1CCC[C@@H](O)C1
7547,C7H10O,1121-18-2,110.153,,,178.5,0.96620,1.483320,s bz,CC1=CCCCC1=O
7548,C7H10O,1193-18-6,110.153,liq,-21,201.0,0.969320,1.4947520,msc H2O; s bz,CC1=CC(=O)CCC1
7549,C16H30O,541-91-3,238.408,oily liq,,329.0,0.922117,1.480217,"vs ace, eth, EtOH",CC1CCCCCCCCCCCCC(=O)C1
7553,C6H12O,25144-05-2,100.158,,,148.5,0.937916,1.450416,,C[C@H]1CCC[C@H]1O
7555,C6H10O,6195-92-2,98.142,liq,-58.4,144.0,0.91322,1.432920,"s H2O; vs EtOH, eth, ace, HOAc",
7561,C6H8O,2758-18-1,96.127,,,157.5,0.971220,1.471420,,CC1=CC(=O)CC1
7574,C4H6Br2O2,1729-67-5,245.898,,,206.0,1.933320,1.512720,s EtOH,COC(=O)C(Br)CBr
7581,CH3AsF2,420-24-6,127.954,"liq, fumes in air",-29.7,76.5,1.92418,,,C[As](F)F
7582,CH3F2P,753-59-3,84.006,gas,-110,-28.0,,,,CP(F)F
7585,C10H12O4,2150-38-1,196.200,nd (dil al),60.8,283.0,,,"vs bz, eth, EtOH",COC(=O)c1ccc(OC)c(OC)c1
7586,C3H10O2Si,16881-77-9,106.196,,,61.0,,,,CO[Si](C)OC
7592,C3H9BS,19163-05-4,87.979,liq,-84,71.0,,,"vs ace, eth",CSB(C)C
7597,C7H6N2O4,606-20-2,182.134,orth nd (al),63.8(9),285.0,1.2833111,1.479,"s EtOH, chl",Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O
7607,C17H28O,56103-67-4,248.403,,,283.0,0.93125,1.495020,,CCC(C)(C)c1cc(C)cc(c1O)C(C)(C)CC
7635,C10H16O,471-16-9,152.233,,,208.0,0.948819,1.487125,s eth,CC(C)[C@]12C[C@@H](O)C(=C)[C@H]1C2
7636,C10H16,99-84-3,136.234,,,173.5,0.83822,1.475422,,CC(C)C1=CCC(=C)CC1
7647,C6H14O2,3944-36-3,118.174,,,137.5,0.87920,1.407020,,CC(C)OCC(C)O
7648,C7H12O3,51756-08-2,144.168,,,182.0,0.99514,,"vs ace, eth, EtOH",CCC(C(C)=O)C(=O)OC
7649,C8H10,2175-91-9,106.165,,1(2),155.0,0.88120,1.547420,,CC(C)=C1C=CC=C1
7652,CH3FO3S,421-20-5,114.096,col liq,-95,93.0,1.412,1.332620,,CO[S](F)(=O)=O
7655,C9H8O3,1571-08-0,164.158,nd (w),63,265.0,,,,COC(=O)c1ccc(C=O)cc1
7659,C6H6O3,611-13-2,126.110,,,181.3,1.178621,1.486020,"i H2O; s EtOH, eth, bz, chl",COC(=O)c1occc1
7660,C5H4O3,616-02-4,112.084,,6(2),213.5,1.246916,1.471021,"vs ace, eth, EtOH",CC1=CC(=O)OC1=O
7661,C6H9NO,4753-75-7,111.141,,,149.0,0.98925,1.472920,,CNCc1occc1
7664,C6H8O2,4208-64-4,112.127,,,162.5,1.073925,1.482715,,CC(O)c1occc1
7666,C5H6O2,591-11-7,98.101,,<-17,209.0,1.081020,1.445420,"msc H2O; s EtOH, eth",CC1OC(=O)C=C1
7667,CH6Ge,1449-65-6,90.70,col gas,-158,-23.0,0.00370725 gas,,,C[GeH3]
7673,C5H3F7O2,356-24-1,228.066,liq,-81.7(3),80.0,1.48320,1.29520,"sl H2O; s eth, ace",COC(=O)C(F)(F)C(F)(F)C(F)(F)F
7675,C8H19N,540-43-2,129.244,,,155.0,,,,CCCCCC(C)NC
7699,C10H20O2,67952-57-2,172.265,,,187.0,0.847420,1.41320,vs EtOH,CC(C)CCCC(C)OC(C)=O
7708,C8H16,22768-19-0,112.213,,,122.0,0.72525,1.41920,,
7712,C10H20O2,74112-36-0,172.265,,,195.0,0.862614,1.414620,"vs eth, EtOH",CCCCCCC(C)OC(C)=O
7715,C7H10O2,689-89-4,126.153,lf,15,180.0,0.977720,1.502522,"i H2O; s EtOH, eth",COC(=O)\C=C\C=C\C
7716,C7H14O,925-54-2,114.185,liq,,141.0,,,,CCCCC(C)C=O
7718,C7H17N,65530-93-0,115.217,,,149.0,0.77226,1.424925,,CCCC(C)CCN
7719,C7H17N,105-41-9,115.217,,,132.5,0.765520,1.415025,"sl H2O; vs EtOH, eth, chl, dil acid",CCC(C)CC(C)N
7721,C7H16,78918-91-9,100.202,liq,-119.4,92.0,0.68721,1.385425,"i H2O; s EtOH; msc eth, ace, bz, lig, chl",
7723,C7H12O2,13706-86-0,128.169,,,138.0,0.90822,1.411920,,CC(C)CC(=O)C(C)=O
7735,C7H15NO,624-44-2,129.200,,,195.5,0.888120,1.444820,sl chl,CC(C)CC\C(C)=N\O
7753,C7H12O,3240-09-3,112.169,,,150.0,0.846020,1.434820,"vs ace, eth, EtOH",CC(=C)CCC(C)=O
7763,CH4O2,3031-73-0,48.042,liq,-72,86.0,1.03715,1.364115,"vs H2O, bz, eth, EtOH",COO
7765,C8H8O3,19438-10-9,152.148,nd (bz-peth),73,281.0,1.1528100,,"s EtOH, bz, peth; sl chl",COC(=O)c1cccc(O)c1
7769,CH5NO,67-62-9,47.057,,,49.0,,,,[Cl-].CO[NH3+]
7771,C9H10O4,3943-74-6,182.173,nd (dil al),64,286.0,,,"s EtOH, peth; sl chl",COC(=O)c1ccc(O)c(OC)c1
7772,C9H10O3,23287-26-5,166.173,,29,235.0,1.168325,1.535416,,COC(=O)c1cccc(C)c1O
7773,C9H10O3,22717-57-3,166.173,liq,-1,244.5,1.167325,1.535115,,COC(=O)c1cc(C)ccc1O
7775,C12H10O3,883-99-8,202.205,pa ye orth nd (dil MeOH),75.5,206.0,,,i H2O; s EtOH,COC(=O)c1cc2ccccc2cc1O
7777,C4H6N2,616-47-7,82.104,liq,-6,195.5,1.032520,1.497020,"vs H2O, ace, eth, EtOH",Cn1ccnc1
7778,C4H6N2,693-98-1,82.104,,145.9(2),267.0,,,"vs H2O, EtOH",Cc1[nH]ccn1
7779,C4H6N2,822-36-6,82.104,,56,263.0,1.041614,1.503714,"vs H2O, EtOH",Cc1[nH]cnc1
7781,C10H10,767-59-9,130.186,,,199.0,0.97025,1.561620,,CC1C=Cc2ccccc12
7783,C10H10,767-60-2,130.186,,,198.0,0.97225,1.562120,"i H2O; s eth, ace, bz",CC1=CCc2ccccc12
7786,C9H9N,83-34-1,131.174,lf (lig),95.1(6),266.0,,,"s H2O, EtOH, eth, ace, bz, chl",Cc1c[nH]c2ccccc12
7787,C9H9N,614-96-0,131.174,,61(2),267.0,1.020278,,"s H2O, EtOH, eth, bz, lig",Cc1ccc2[nH]ccc2c1
7788,C9H9N,933-67-5,131.174,,83(2),266.0,1.0202100,,,Cc1cccc2cc[nH]c12
7790,C8H7IO2,610-97-9,262.045,,,280.0,,1.605220,s EtOH,COC(=O)c1ccccc1I
7791,C8H7IO2,618-91-7,262.045,nd (dil al),54.5,277.0,,,"i H2O, lig; s EtOH; vs eth, ace",COC(=O)c1cccc(I)c1
7793,C9H6O3,19438-61-0,162.142,,93.0,295.0,,,,Cc1ccc2C(=O)OC(=O)c2c1
7796,C9H7NO2,550-44-7,161.158,"nd (al), lf (sub)",134,286.0,,,i H2O; sl EtOH,CN1C(=O)c2ccccc2C1=O
7800,C2H3NS,556-61-6,73.117,,36,119.0,1.069137,1.5258,sl H2O; msc EtOH; vs eth,CN=C=S
7802,C4H5NO,6454-84-8,83.089,liq,,127.0,,,,
7804,C4H8O3,2155-30-8,104.105,oil,,144.8,1.092820,1.414120,"vs H2O, eth, EtOH",COC(=O)C(C)O
7814,C4H8O3,6290-49-9,104.105,,,131.0,1.051120,1.396220,"sl H2O; vs EtOH, eth, ace",COCC(=O)OC
7815,C9H10O3,606-45-1,166.173,,,246.5,1.157119,1.53419,i H2O; s EtOH,COC(=O)c1ccccc1OC
7816,C9H10O3,5368-81-0,166.173,,,248.0,1.131020,1.522420,i H2O; s EtOH,COC(=O)c1cccc(OC)c1
7818,C10H13NO3,483-64-7,195.215,pr (al),28,271.0,,,"vs bz, eth, EtOH, lig",[Cl-].C[NH2+]c1c(OC)cccc1C(=O)OC
7820,C6H10O3,17094-21-2,130.141,,,177.4,1.021725,1.41624,"vs eth, EtOH",COC(=O)C(C)C(C)=O
7821,C9H11NO2,85-91-6,165.189,cry (peth),19,255.0,1.12015,1.583915,"i H2O; s EtOH, eth",CNc1ccccc1C(=O)OC
7822,C9H10O2,89-71-4,150.174,,-44.38(4),215.0,1.06820,,"i H2O; msc EtOH, eth",COC(=O)c1ccccc1C
7825,C6H10O2,6622-76-0,114.142,,,139.0,0.934912,1.437020,,COC(=O)C(/C)=C\C
7826,C6H10O2,924-50-5,114.142,,114,136.5,0.933720,1.43220,,COC(=O)C=C(C)C
7828,C10H16O,5524-05-0,152.233,,,221.5,0.92819,1.4724,"vs ace, eth",C[C@@H]1CC[C@H](CC1=O)C(C)=C
7833,C10H13NO,573-26-2,163.216,,55.5,260.0,,,"s EtOH, chl",CN(C(C)=O)c1ccccc1C
7834,C14H15N,620-93-9,197.276,nd (peth),79(1),330.5,,,"vs eth, peth",Cc1ccc(Nc2ccc(C)cc2)cc1
7838,C10H18O,138-87-4,154.249,nd,32.5,210.0,0.91720,1.474720,,CC(=C)C1CCC(C)(O)CC1
7847,C12H10O2,2459-25-8,186.206,lf (MeOH),76.8(5),290.0,,,"vs bz, eth, EtOH, chl",COC(=O)c1ccc2ccccc2c1
7850,C11H11N,2216-68-4,157.212,oil,174,294.5,,1.672220,"vs eth, EtOH",CNc1cccc2ccccc12
7853,CH3NO2,624-91-9,61.041,ye gas,-16(2),-12.0,0.99115,,"s EtOH, eth",CON=O
